ImageID,Labels,Caption
336.jpg,18,The cluttered wood finished room has a dog laying next to a chair on a rug. a living room filled with furniture and a dog
337.jpg,8 1 6 7,Commuter rail crossing bridge with many people walking alongside sidewalk a crowd of people walking down a street next to a train
338.jpg,1,A group of men that are sitting around a table. two men and a woman sitting at a table with plates of food
339.jpg,3 1 2 10,City traffic on large boulevard shown at dusk. a city street filled with lots of traffic
340.jpg,1 19 15,people and their horses at a local park horses are walking down the street in a park
341.jpg,18 15,Dog with frisbee in mouth  green grass below a dog laying in the grass with a frisbee
342.jpg,1,Three woman and a man at a restaurant. three women are holding plates of food
343.jpg,1,A tall giraffe standing behind a cage next to people. a giraffe standing in front of a crowd of people
344.jpg,1,A half eaten piece of pizza sits on a white plate as a hand holding a fork with a piece of pizza on it. a slice of pizza on a plate with a fork
345.jpg,1,A woman in a kitchen preparing food while wearing an apron. a woman standing in a kitchen preparing food
346.jpg,1,A tray topped with bowls of different kinds of food. a tray of food on a table
347.jpg,1,a surfer at the beach catching a wave a man riding a wave on top of a surfboard
348.jpg,17 3,A large orange and white cat laying on top of a table. a cat laying on the hood of a car
349.jpg,1,a woman leaning over looking into her phone as she gets ready to take a picture a woman standing next to a young girl on a sidewalk
350.jpg,6,A red bus driving down a road next to a store front. a street scene with a bus and a fire hydrant
351.jpg,1 2 3 6 8 10,A woman riding a bicycle while talking on a cell phone. a woman riding a bike down the street
352.jpg,1,A group of men playing Frisbee on a field. people playing a game of frisbee
353.jpg,17,The cat is taking a nap on the back of the couch. a cat laying on top of a couch
354.jpg,8 1 3 15,a woman tennis player hits a tennis ball a woman swinging a tennis racquet on a tennis court
355.jpg,6,an  image of a row of buses parked in the parking lot buses parked next to each other
356.jpg,15,A nicely designed bench in a grassy area a wooden bench sitting in the middle of a park
357.jpg,1 15,A baseball player has just hit the ball and is about to run towards first base. a baseball player swinging a bat at a ball
358.jpg,2,A laptop and mouse on a small table. a laptop computer sitting on top of a bed
359.jpg,1,The young woman smiles while the older woman frowns. a woman and a man sitting at a table
360.jpg,10 3,Headlights from cars traveling up a street road. a city street at night with lights on
361.jpg,8 1 19,two photos of an old street with horses and a new street with a truck a horse drawn carriage on a city street
362.jpg,1 2 9,The group of people lay on the beach near a parked bicycle. people on a beach with umbrellas
363.jpg,1 3 6 8 10,A small transit bus is stopped at the side of the street. a blue and white bus driving down a street
364.jpg,1,a little league r  looking down at the dirt a young boy in a baseball uniform throwing a ball
365.jpg,1,A boy doing a skateboard trick at a skatepark. a man doing a trick on a skateboard
366.jpg,1,A woman hitting a tennis ball on a tennis court. a female tennis player in action on the court
367.jpg,1 10 6,A double decker bus is coming down the street. a double decker bus driving down a street
368.jpg,1,A woman is melting something in a pan on the stove. a person stirring a pot on a stove top
369.jpg,1,Mid-air shot of men playing sports indoors in front of an audience. two men playing a game of tennis on a court
370.jpg,1,A surfer balances on his board as he climbs the face of a wave. a man riding a wave on top of a surfboard
371.jpg,1,A little boy sitting at a table with a bag of food. a man sitting at a table with a box of donuts
372.jpg,1,A man with a bat stands at the base. a baseball player swinging a bat at a ball
373.jpg,1 18 15,Man and dog sitting on a park bench together. a man and a woman sitting on a park bench
374.jpg,1,A person using a snowboard on the snow. a man riding a snowboard down a snow covered slope
375.jpg,1,A group of chefs preparing food inside of a kitchen. two chefs preparing food in a restaurant kitchen
376.jpg,13,A faded red stop sign sitting on the side of a street. a stop sign that has been vandalized with graffiti
377.jpg,1 19 5,A group of men cutting a giant sheet cake. a man cutting into a cake with a sword
378.jpg,17 3,Cat laying on the hood of a car at night. a white cat sitting on top of a white car
379.jpg,1 10 3,A picture of a busy city with something labeled isolation a person walking down the street with a cell phone
380.jpg,1,a person that is standing around in a bathroom a man standing in a bathroom next to a sink
381.jpg,7,A train emerging out of the woods on a railroad track. a train traveling down tracks next to a forest
382.jpg,1 2 6,A person standing in front of a parked bus with a bicycle on it. a woman standing next to a bus on a street
383.jpg,1 3 4,A scooter covered in a green  felt-like fabric. a green motorcycle parked on the side of the road
384.jpg,1 2 3 4 8,A man reading a paper by a cart with banana's on it. a man sitting at a table in front of a fruit stand
385.jpg,1 3,A group of people playing a game of croquet. a man and a woman playing a game of frisbee
386.jpg,1,A person is showing a half eaten doughnut a person holding a sandwich in their hand
387.jpg,11,A fire hydrant in the winter covered almost completely in snow. a fire hydrant covered in snow next to a fence
388.jpg,1 3 15,A person walking on a sidewalk with a colorful umbrella. a woman walking down a street holding an umbrella
389.jpg,17,A cat stretches out on the tops of a desk to take a nap. a cat that is laying on top of a table
390.jpg,1,Two women and a man wearing a pink shirt drink glasses filled with water. a woman standing in a kitchen holding a bottle of water
391.jpg,1,A man is showing his cell phone case with the Olympic symbol on it. a man holding a cell phone in his right hand
392.jpg,3 11,a silver painted fire hydrant and a silver car a white fire hydrant sitting on the side of a road
393.jpg,1,A chef preparing food inside of a kitchen near  a window. a man in a chef's outfit preparing food in a kitchen
394.jpg,1,Black and white photograph of a boy looking at a cellphone. a young boy holding a cell phone in his hand
395.jpg,1,A little girl sitting on top of a bed near pillows. a little girl sitting on a bed with a stuffed animal
396.jpg,8 3,A road that is lined with traffic cones and signs. a street scene with a red stop sign on the side of the road
397.jpg,3 14,there is a parking pay meter on the sidewalk a parking meter sitting on the side of a road
398.jpg,1 5,A jumbo jet plane ascending from a runway into the sky. a large jetliner taking off from an airport runway
399.jpg,1 2 3,A group of people walking down a flooded city street. a person walking down a street with an umbrella
400.jpg,1,A person with some skis in the snow. a man on skis in the snow
401.jpg,1 3,A girl and boy in a field playing tennis. a young girl holding a tennis racquet on top of a field
402.jpg,1,The woman has a leash on the Zebra. a woman is petting a zebra on a leash
403.jpg,1,A baseball game in progress with a runner crossing the base. a baseball player sliding into a base during a game
404.jpg,8 1 19,two people riding horses with a truck in the background a man riding on the back of a brown horse
405.jpg,17 15,A cat is sitting inside of a dish. a cat sitting on top of a bowl on a table
406.jpg,5,Planes in formation against a dark sky in mountainous region. a flock of birds flying through the sky
407.jpg,1,people using surfing board on the waters in an ocean a man and a woman on surfboards in the ocean
408.jpg,9 1,A cruiseboat traveling next to shoreline with many buildings a large white boat traveling down a river
409.jpg,1,The young child uses a laptop at a desk. a woman sitting at a desk in front of a laptop computer
410.jpg,15,A wooden bench sitting next to a small forest. a wooden bench sitting in the middle of a snow covered field
411.jpg,1,People picking up luggage at carousel in the airport. a number of suitcases lined up on a conveyor belt
412.jpg,1 3,a man eating a meal at a little table by a big window a man sitting at a table in a kitchen
